work_year,job_title,job_category,salary_in_usd,company_size,work_setting,salary_category
1.0,Data Engineer,Data Engineering,0.30493793103448275,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.24836781609195402,M,In-person,0.0
1.0,ETL Developer,Data Engineering,0.3858620689655172,M,Remote,0.3333333333333333
1.0,ETL Developer,Data Engineering,0.22528735632183905,M,Remote,0.0
1.0,Business Intelligence Engineer,BI and Visualization,0.4317241379310345,L,In-person,0.3333333333333333
1.0,Business Intelligence Engineer,BI and Visualization,0.2052873563218391,L,In-person,0.0
1.0,Data Engineer,Data Engineering,0.45977011494252873,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.367816091954023,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.4916229885057471,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.29779310344827586,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3390804597701149,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.26436781609195403,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.28735632183908044,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.22988505747126436,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.27954022988505745,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.21673563218390807,M,Remote,0.0
1.0,Machine Learning Engineer,Machine Learning and AI,0.47356321839080456,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.39080459770114945,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.1586206896551724,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.10344827586206896,M,Remote,0.0
1.0,Analytics Engineer,Leadership and Management,0.13522758620689657,M,In-person,0.0
1.0,Analytics Engineer,Leadership and Management,0.10694252873563219,M,In-person,0.0
1.0,BI Data Analyst,Data Analysis,0.12643678160919541,M,Remote,0.0
0.33333333333337123,Machine Learning Developer,Machine Learning and AI,0.10344827586206896,M,Remote,0.0
1.0,Research Engineer,Data Science and Research,0.6114942528735633,M,In-person,0.6666666666666667
1.0,Research Engineer,Data Science and Research,0.4160919540229885,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.30114942528735633,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.18160919540229886,M,In-person,0.0
1.0,Data Integration Specialist,Data Management and Strategy,0.12528735632183907,M,Remote,0.0
1.0,Data Integration Specialist,Data Management and Strategy,0.07218390804597702,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.39080459770114945,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.2988505747126437,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.22988505747126436,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.5494252873563219,M,In-person,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.42528735632183906,M,In-person,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.5632183908045978,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.6114942528735633,M,In-person,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.3816091954022989,M,In-person,0.3333333333333333
1.0,Data Architect,Data Architecture and Modeling,0.6206896551724138,M,Remote,0.6666666666666667
1.0,Data Architect,Data Architecture and Modeling,0.4482758620689655,M,Remote,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.1253448275862069,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.10758620689655173,M,Remote,0.0
1.0,Data Scientist,Data Science and Research,0.4068965517241379,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.3425287356321839,M,In-person,0.3333333333333333
1.0,ML Engineer,Machine Learning and AI,0.37471264367816093,M,In-person,0.3333333333333333
1.0,ML Engineer,Machine Learning and AI,0.31494252873563217,M,In-person,0.3333333333333333
1.0,BI Developer,BI and Visualization,0.3333333333333333,L,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.05747126436781609,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.2528735632183908,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.1839080459770115,M,In-person,0.0
1.0,Data Visualization Analyst,BI and Visualization,0.26436781609195403,M,In-person,0.3333333333333333
1.0,Data Visualization Analyst,BI and Visualization,0.21839080459770116,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.07720689655172414,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.05486896551724138,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.2988505747126437,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.24137931034482757,M,In-person,0.0
1.0,Machine Learning Engineer,Machine Learning and AI,0.6165517241379311,M,In-person,0.6666666666666667
1.0,Machine Learning Engineer,Machine Learning and AI,0.3995402298850575,M,In-person,0.3333333333333333
1.0,Research Engineer,Data Science and Research,0.4827586206896552,M,In-person,0.3333333333333333
1.0,Research Engineer,Data Science and Research,0.35172413793103446,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.28735632183908044,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.20689655172413796,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.2643701149425287,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.1308206896551724,M,Remote,0.0
1.0,Analytics Engineer,Leadership and Management,0.296551724137931,M,Remote,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.14942528735632182,M,Remote,0.0
1.0,Data Architect,Data Architecture and Modeling,0.4367816091954023,M,Remote,0.3333333333333333
1.0,Data Architect,Data Architecture and Modeling,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.4009195402298851,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.2682413793103448,M,In-person,0.3333333333333333
1.0,Head of Data,Leadership and Management,0.435632183908046,M,In-person,0.3333333333333333
1.0,Head of Data,Leadership and Management,0.2924137931034483,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.26436781609195403,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.24137931034482757,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.24137931034482757,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.36091954022988504,M,Remote,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.21839080459770116,M,Remote,0.0
1.0,Applied Scientist,Data Science and Research,0.5632183908045978,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.21839080459770116,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.1724137931034483,M,Remote,0.0
1.0,BI Data Analyst,Data Analysis,0.10344827586206896,M,Remote,0.0
1.0,Data Scientist,Data Science and Research,0.1443471264367816,L,Hybrid,0.0
0.6666666666667425,Data Scientist,Data Science and Research,0.09289655172413792,M,Remote,0.0
1.0,Product Data Analyst,Data Analysis,0.09655172413793105,L,Remote,0.0
1.0,Autonomous Vehicle Technician,Machine Learning and AI,0.24137931034482757,M,Hybrid,0.0
1.0,Data Modeler,Data Architecture and Modeling,0.3526436781609195,M,In-person,0.3333333333333333
1.0,Data Modeler,Data Architecture and Modeling,0.17402298850574716,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.1839080459770115,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.335632183908046,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.16091954022988508,M,In-person,0.0
1.0,Research Engineer,Data Science and Research,0.5172413793103449,M,Remote,0.6666666666666667
1.0,Research Engineer,Data Science and Research,0.32701149425287357,M,Remote,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.5632183908045978,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.6034482758620691,M,In-person,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.43908045977011495,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.3448275862068966,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.3103448275862069,M,In-person,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.4763218390804597,L,In-person,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.5091954022988506,M,In-person,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.3701149425287356,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.3218390804597701,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.24137931034482757,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.3627586206896552,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.21839080459770116,M,Remote,0.0
1.0,Applied Scientist,Data Science and Research,0.5632183908045978,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.35919540229885055,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.22701149425287354,M,In-person,0.0
0.0,Sales Data Analyst,Data Analysis,0.10344827586206896,M,In-person,0.0
1.0,Cloud Data Engineer,Data Engineering,0.1954022988505747,L,Hybrid,0.0
1.0,Finance Data Analyst,Data Analysis,0.7101264367816092,M,Remote,0.6666666666666667
