0.0,95012
0.0,186000
0.0,81800
0.0,212000
0.0,93300
0.0,130000
0.0,100000
0.0,224400
0.0,138700
0.0,210000
0.0,168000
0.0,224400
0.0,138700
0.0,43064
0.0,36912
0.0,95000
0.0,75000
0.0,300000
0.0,234000
0.0,140000
0.0,120000
0.0,204500
0.0,142200
0.0,155000
0.0,110000
0.0,266500
0.0,152000
0.0,222200
0.0,136000
0.0,273400
0.0,182200
0.0,167500
0.0,106500
0.0,185900
0.0,129300
0.0,185000
0.0,79600
0.0,122000
0.0,94500
0.0,247300
0.0,139700
0.0,176000
0.0,100000
0.0,204500
0.0,142200
0.0,247600
0.0,127300
0.0,223400
0.0,186200
0.0,167500
0.0,106500
0.0,185900
0.0,129300
0.0,72000
0.0,64000
0.0,179820
0.0,143860
0.0,283050
0.0,188700
0.0,133000
0.0,58400
0.0,141298
0.0,115607
0.0,100000
0.0,75000
0.0,266500
0.0,144400
0.0,71363
0.0,55368
0.0,287500
0.0,156000
0.0,90000
0.0,70000
0.0,199000
0.0,162000
0.0,170884
0.0,113923
0.0,184000
0.0,123000
0.0,235750
0.0,174250
0.0,165000
0.0,118800
0.0,225000
0.0,150000
0.0,213900
0.0,116800
0.0,220000
0.0,150000
0.0,150000
0.0,100000
0.0,247500
0.0,172200
0.0,155000
0.0,120000
0.0,226700
0.0,133300
0.0,184000
0.0,123000
0.0,130000
0.0,117000
0.0,160000
0.0,140000
0.0,166000
0.0,73000
0.0,185900
0.0,129300
0.0,130000
0.0,104000
0.0,143000
0.0,116000
0.0,165000
0.0,118800
0.0,220000
0.0,180000
0.0,184000
0.0,123000
0.0,215000
0.0,200000
0.0,253000
0.0,131000
0.0,220000
0.0,176000
0.0,49216
0.0,36912
0.0,210000
0.0,147000
0.0,186000
0.0,161000
0.0,205000
0.0,152000
0.0,220000
0.0,190000
0.0,205000
0.0,152000
0.0,137000
0.0,110000
0.0,172000
0.0,146000
0.0,148000
0.0,99000
0.0,150000
0.0,130000
0.0,105000
0.0,99000
0.0,52500
0.0,180514
0.0,108308
0.0,210000
0.0,147000
0.0,290300
0.0,196685
0.0,220000
0.0,176000
0.0,175000
0.0,130000
0.0,185000
0.0,150000
0.0,145000
0.0,115000
0.0,133000
0.0,58300
0.0,115000
0.0,95000
0.0,110244
0.0,39372
0.0,43187
0.0,31310
0.0,92280
0.0,67672
0.0,92280
0.0,67672
0.0,75577
0.0,303387
0.0,100017
0.0,230300
0.0,140000
0.0,124935
0.0,76050
0.0,224800
0.0,131100
0.0,258000
0.0,171000
0.0,196000
0.0,121000
0.0,195800
0.0,171500
0.0,166000
0.0,73100
0.0,220000
0.0,160000
0.0,85000
0.0,65000
0.0,220000
0.0,100000
0.0,185000
0.0,152000
0.0,220000
0.0,100000
0.0,48585
0.0,38868
0.0,220000
0.0,100000
0.0,220000
0.0,100000
0.0,220000
0.0,100000
